,Texto,Sentimento
33788,quanta hipocrisia de certas pessoas,triste
33789,"e os ricos cada vez mais ricos, os pobres cada vez mais pobres e se fodendo. e a classe média... ah classe média, continuará iludida, jurando que que é da alta corte, enquanto é facilmente manipulada pelos doutores do poder. ",triste
33790,"o bixin dps de perder no 1º turno sumiu, colocou o rabo entre as pernas e agora vem de “ameacinha” kkkkkkkkkk único apoio q vc tem é da internet e de crianças q ainda nem votam  ",triste
33791,"enquanto ficam discutindo aqui  sobre politica ,  falando sobre o presidente q ainda não assumiu aqui no rio grande do sul mais uma criança é assassinada na porta de casa... mas isso é culpa do bolsonaro porque ele racista homofóbico etc...",triste
33792,dia péssimo aqui em sp! varias discussões no transporte público. nunca vou ser a favor da intolerância!,triste
33793,"o pessoal que está desejando que o bolsonaro faça uma má gestão só pra dizer ""eu avisei""... vocês não querem um brasil melhor, só querem satisfazer o ego de vocês ",triste
33794,absolutamente não suporto mentira...,triste
33795,"depois dessas eleições, preparo-me para dias difíceis, porém de muita luta para quem não se curva diante de falsos deuses. o brasil idolatrou aquele que poderá ser seu maior algoz!     ",triste
33796,estava voltando da escola e um garoto falou que o bolsonaro ia acabar comigo,triste
33797,um dos maiores anarquistas!chaplin sempre genial!bom dia!,triste
33798,"glrr vcs ñ faze ideia do q aconteseu, to xocado acordei hj e o boslonaro tava deytado do meu lado, ele me apontou uma arma e mando eu tirar a calssa, e aí eli comel meu cu aí dps eli falo açim no meu ouvido ""um forte abraço hahahaha""a picadura ja começou ",triste
33799,sobre a atualização do lg g6 para o android oreo passa a bola pra  e a tim devolve pra lg. e o consumidor final fica fazendo papel de maluco pra cada uma.,triste
33800,todos indo pra  e nem assistir esse ano n vou t.t,triste
33801,"""depois de a livraria cultura entrar com pedido de recuperação judicial, outra rede do setor, a saraiva, está fechando 20 lojas espalhadas pelo brasil, informa o estadão."" ",triste
33802,"entendo alguém que vote num candidato, mesmo sem concordar com todo o seu pensamento. o que não entendo é que quem votou nele, mas não idolatra o torturador, não diga nada, não rechasse essa bandeira... ",triste
33803,"youtube salvou minha vida com uma simples ideia que você não vai acreditar. se você se identificar diga : ""eu"" ",triste
33804,"a pior coisa do mundo e o ser humano.... como pode ser tão ruim cara. não sei oq ele fez pra fazerem isso, mas não justifica, cortar uma pessoa viva pqp   ",triste
33805,"os eleitores bloqueiam uma avenida pra comemorar, e o cara eleito não sai de casa pra comemorar com eles  ",triste
33806,"hoje na estação de trem, meninos usando maconha livremente. dentro dele uma música de gosto bem duvidoso.   senhor ajude o brasil, salve o rio de janeiro.      ",triste
33807,eu nunca beijei alguem do mesmo sexo — eu só beijo alguém do mesmo sexo,triste
33808,só eu você trata mal,triste
33809,mais uma vez novamente de novo indo dormir sem o seus beijos e carinhos,triste
33810,"se vão fundir o ministério da agricultura e do meio ambiente, acho melhor vender a amazónia brasileira para um pais que a proteja de verdade, ",triste
33811,minhas amigas não gostam de sair comigo,triste
33812,ba cara só queria abraçar minha amiga nesse momento,triste
33813,"acordei e não tinha bom dia nem no pv, nem no grupo das gospéis ",triste
33814,"se espremer meu feed, sairá sangue.só notícia de violência ...   ",triste
33815,queria um namo que me mandasse mensagens todos os dias.,triste
33816,mano eu tô numa mania de terminar minhas frases com,triste
33817,depois q ela falou isso eu fiquei q nem a mel,triste
33818,"e o novo governo nem começou, mas já vem com a primeira ""volta a trás"" do que falou em campanha: vair fundir os ministérios do meio ambiente com agricultura...   ",triste
33819,o preço da comemoração foi a morte,triste
33820,"alan, desculpa, mas eu sou tansa e não olhei a parte de trás da prova. ",triste
33821,jefferson obrigou a gente assistir a aula pra no final dizer que não ia por falta,triste
33822,"e triste quando um cachorro se vai! não sei se por doença, se foi envenenado! triste ver seu sofrimento e não poder fazer nada!   ",triste
33823,sozinho no estágio,triste
33824,bairro beira rio atingido por chuva de granizo ... 80% das casas com danos .. rossano dotto gonçalveskaren lannes daiane saldanha tita jobim juliana medeiros artur goularte vagner aloy maninho rossano...,triste
33825,é  está cada vez mais difícil manter sua credibilidade,triste
33826,triste se sentir só  mesmo estando rodeado  de pessoas e querer só uma e atenção  dela triste né dois muito mas fazer  o que?,triste
33827,"enquanto o lobinho diverte os eleitores do bolsopira, ele mostra a que veio: retrocesso sem limites. ",triste
33828,"eu e ana estamos conversando, ela está falando do @ dela e eu falando assuntos aleatórios pq eu não tenho @ kkkkkk ",triste
33829,mas agora preciso voltar a estudar  :'(,triste
33830,"nessas eleições me surpreendi com a opinião sensata de pessoas que não gostava, e me decepcionei com pessoas que admirava  ",triste
33831,é assim que começa  estadual do psl incita alunos a filmar e denunciar professores,triste
33832,até quando ficaremos a mercê? segurança zero no hospital!!! saí de lá hoje toda me tremendo talvez providenciem mais segurança quando tiver uma tragédia maior!!!,triste
33833,"sempre encontro pessoas para jogar pedra no meu caminho.porém deus sempre envia anjos para me livra delas e  construir meu ninho, onde eu descanso toda noite. pelas… ",triste
33834,ainda n mucei..,triste
33835,"haveria um dia que os idiotas chegariam ao poder! não pelo poder de convencimento, diálogo, exposição de idéias, mas simplesmente porque são maioria.       ",triste
33836,"ingresso a 2,50 e eu não vou ",triste
33837,eu vou morrer esperando,triste
33838,não acredito que o lepo me deixou no vácuo,triste
33839,do que adianta vários contatos no whats e ninguém pra conversar?,triste
33840,às vezes nós (lgbts) sofremos com coisas que para os héteros são tão simples,triste
33841,"vi pessoas que diziam se importar nem ligar pra mim, vi pessoas que diziam que nunca iriam me abandonar indo embora,l vi pessoas que me amavam, amando outras pessoas..................... vi o tempo passar e nao fiz nana...",triste
33842,"minha glicose tá baixa, tá faltando o meu docinho na minha vida haha  ",triste
33843,passei no senai e não sei nem se vou poder fazer,triste
33844,meu plano é ir embora. perdi as esperanças de poder ser quem sou no meu país.,triste
33845," só pessoas do rj, ninguém de sp. ",triste
33846,to até vendo que o dia que eu for pra cuiabá não vai ter nenhuma festa top...,triste
33847,"e ainda tem gente que de diz ""army"" que ao invés de focar em ajudar os meninos com streams e votos, preferem subir tag ridícula de shipp, que não vai ajudar os meninos em nada! ",triste
33848,mais de 100 casos. não dá pra ignorar...,triste
33849,vejam como a malta gospel está desonrando os ideais da reforma.,triste
33850,muda brasil.,triste
33851,"você nunca me responde no twitter, o que eu faço para você me responder? — kkkkkkkkk nem sei quem é vc ",triste
33852,"dia 29/10 foi o pior dia da minha vida, vi meu gato morto, ou seja, meu gato morreu, tomei benzetacil e tirei sangue. foi horrível!  ",triste
33853,eu to,triste
33854,"veneza debaixo de água. as imagens de umas cheias com níveis recorde:    a força da grana que erguer e destrói coisas belas, lembra que me emocionou a pisa nessa cidade anda em suas gondolas  ",triste
33855,"nunca estudou mais a fundo sobre a política brasileira e tentar entender melhor cada coisa que há dentro de um governo, agora quer dar uma de expert no assunto. ",triste
33856,meu celular tá 15%,triste
33857,"cada vez mais, tomo no cu pqp   affs ate quando essa vida mds?!",triste
33858,pow hoje não tá rolando uma carmera exclusiva,triste
33859,chegou o  mais  da minha  o  que  meu  19/11/2016que esse  passa logo rápido,triste
33860,nem isso ta rolando  uhauahuahauha,triste
33861,não acredito que vou perder o interrubem de novo!! :(((((,triste
33862,uma parte minha ficou em casa meu fone de ouvido,triste
33863,"gente, nós vamos ser os tiozão do natal, que vai perguntar cade os namoradinhos. ",triste
33864,já não aguento mais e se passaram apenas 6 dias,triste
33865,hj é aquele dia q vc só pensa em sumir !,triste
33866,eeeee a gambazada viveras a choraaaa pq ao meu palmeiras nunca ira se igualaa,triste
33867,"tempo bom quando meu crush estava no rj, fotos fofinhas, lágrimas rs. agora tem mais nada disso ",triste
33868,eu quero sair e minhas amigas tão estudando p enem,triste
33869,quero toma banho. mas não tem água.,triste
33870,é galerinha parece que não vai quintar,triste
33871,essa garota nunca me nota kkkk,triste
33872,essa crush só me ilude,triste
33873,e o  continua sem mundial,triste
33874,será que funciona? tô precisando!!!,triste
33875,achei q a eleição ia passar e o tiago ia sossegar com política no twitter mas eu estava enganado,triste
33876,"oh chuva boa pra deitar e assistir netflix, mas tenho que estudar ",triste
33877,"não sou de me envolver em política, mas infelizmente já estava esperando o pior nesse novo governo em relação ao esporte    ",triste
33878," e  essa cena, em   uma boa parte do   água e um episódio desta proporção, com certeza prejudicará ainda mais!     ",triste
33879,"aparece ""digitando"" eu vou lá e saio rápido da conversa pra não visualizar a mensagem na hora e parecer que estou esperando e a pessoa nunca mais manda mensagem  essa atualização",triste
33880,chorano por dentro na rotatória da puc quase desmaiano com 2 mochila e a mulher ta atrasada 50 min,triste
33881,deve ter um mês que não ganho no fifa. só isso mesmo.,triste
33882,o dia de finados vai pra minha vida amorosa que está morta,triste
33883,"pq q fui conhecer uns vet só final do ano, perdi praticamente o ano todo da amizade dessa gente",triste
33884,juliano não quer passear cmgo é com o bob,triste
33885,as enquete da bri ta me deixando  pq to lembrando da menina la da escola,triste
33886,william smp some e me deixa sozinha,triste
33887,"ai vc tromba a namoradinha de infancia e ela ta muito gatinha, mas nao se falam mais pois perderam contato ",triste
33888,chamei minhas amigas pra sair mas elas cagaram pra mim .,triste
33889,"eu na vida, cantando e principalmente tocando! kkk  ",triste
33890,feriadou sem o mozi,triste
33891,folha sendo mais que papel higiênico usado...,triste
33892,durou menos do que eu esperava..,triste
33893,"povinho q vota e aceita esses como protagonistas de um reallity, só tenho pena! por isso q o brasil só afunda! ",triste
33894,porra ninguém me chamou para suruba nem para maconha.,triste
33895,"lágrimas não doem, o que dói é o motivo que as fazem cair.   .....         ",triste
33896,planejei esse fds d 2 formas distintas e nenhuma das duas aconteceram...,triste
33897,pessoas acham q somos hipócritas o tempo todo ...,triste
33898,ai tem o seokjin né que eu prefiro não entrar no assunto se nao fico,triste
33899,ai vc faz tudo e ela encontra o fio de cabelo no chão e diz que vc não fez nada,triste
33900,"poderia ir está na praia, mas tenho npj ",triste
33901,nós é mocinha até a renite chegar,triste
33902,heteros: a mais ser bi tem mais oportunidades ....bi : tem sim mais oportunidade de ficar sozinho pra sempre,triste
33903,tava muito bom pra ser verdade,triste
33904,que deus tenha piedade no último dia de vida de pessoas assim...,triste
33905,esse twitter está pior que o facebook. difícil... as pessoas exigem do outro aquilo que não querem dar (respeito)! mais um ponto de guerra das redes sociais.,triste
33906,´é para refletirmos bastante a respeito.,triste
33907,vocês acreditam em amizade e m horário comercial.,triste
33908,só queria um karaokê.,triste
33909,você é uma pessoa diurna? — nem de uma muito menos de várias,triste
33910,perdi quase a aula toda.,triste
33911,"hoje disse à minha mãe que já que ela não queria um cão podiamos arranjar uma cabrinha, porque são fofas... ela disse que não... ",triste
33912,tiro 1000 ftos e nenhuma sai boa.,triste
33913,outra amostra do que é um estado quebrado. esse ano já tivemos o museu agora um dos poucos hospitais q ainda sobrevivia com uma certa dignidade. torcendo q não haja nenhum óbito.,triste
33914,odeio não ter cabelo. puta merda! look todo bonitinho mas daí eu careca de longe parece uma cabeça de pinto com roupa!,triste
33915,madrugada perfeita pra ficar,triste
33916,porquê somente eu não ganho um cardholder do  ?,triste
33917,"como nesse momento eu queria um céu ensolarado, uma praia paradisíaca e um coração sem mágoa.   ",triste
33918,"é! eu tamb m c  ter aceito... poxa p mim ele seria o cara q ficaria d fora d tudo p pegar qualquer um q errado , agora confio em quem? ",triste
33919,aqui tbm acabou,triste
33920,prova segunda feira...,triste
33921,cozinhando e bebendo pena q foi tudo isso sozinho,triste
33922,"hoje eu to afim de tomar uma torre, poremmmmmm a amg ta fazendo enem  ",triste
33923,eu janto e bate uma leseira,triste
33924,partiu enem,triste
33925,"estou trabalhando hoje é aí pensei, vou deixar o whatsapp web pra eu não ficar pegando no celular. aí lembrei, eu não converso com ninguém, vou me preocupar com isso pra que?  ",triste
33926,fiquei triste em saber que esse ano teve pouca gente atrasada,triste
33927,"n comprei meu biluzitos sabor bacon, ",triste
33928,esperava mais dos show dos atrasados,triste
33929,ontem eu depilei atoa,triste
33930,kkkkkkkkkk chamada de video com o chavole deu bom dmssss so falta ter isso com a @,triste
33931,tudo que eu faço da errado...     segue,triste
33932,"você não tirou nada, só minha vida.     ",triste
33933,"""eu sempre vou ser seu amigo""-amigo que te largou    ",triste
33934,pqp..horário de verão e eu perdi 1h de cevada,triste
33935,trago verdades,triste
33936,gente infelizmente meu raio ficou mto feio nessa foto mas eu juro que ele ficou certinho pessoalmente,triste
33937,sei nem o que dizer mais,triste
33938,nem teve atrasados esse ano....,triste
33939,infelizmente o  está oficialmente morto.... as pessoas não se atrasam mais como antigamente....,triste
33940,"nunca sabemos o tempo que temos ao lado de quem amamos, então vamos aproveitar cada momento. ..        ",triste
33941,"[4/11 17:16] talles: o ruim de ser bonito, é que você sofre assédio das mina na rua [4/11 17:17] talles: isso é  [4/11 17:17] talles:  n dá",triste
33942,"eu postei isso a ""séculos"" ela nem viu  ",triste
33943,estou sofrendo que vou voltar amanhã porém não da tempo de ir p/ jogo,triste
33944," (@ rodoferroviária de  in curitiba, pr w/  ",triste
33945,queria ter a genética magra,triste
33946,queria tanto falar com esse @,triste
33947,ba e eu q fui dormir ontem e os guris mandaram mensagem falando q iam vim aqui e só me acordei com o bagulho do carro indo embora kkkkkkkk,triste
33948,tô com mô  fome e não posso comer e aí sobe um cheiro de sopa,triste
33949,mas antes irei pagar algumas contas,triste
33950,"-aaaa faz, vc só precisa de umas ""fotos/vídeos bonitas(os)"", é ai que tá o problema, gente feia não tem foto bonita, entende??!     ",triste
33951,"em 2017, o brasil, com população total de 209,3 milhões, bateu o recorde de assassinatos, com 63.808 vítimas. o méxico também bateu seu próprio recorde: em sua população de 129,2 milhões, registrou 31.174 homicídios.  ",triste
33952,mas um que foi por causa de drogas!,triste
33953,perder o emprego e não conseguir outro até agora.,triste
33954,pouco foi feito reparar o estrago causado,triste
33955,"o bom é que meu pai trabalha em uma oficina e cada dia ele aparece com um carro novo, mais nenhum é dele ",triste
33956,força irmão! eu fui comer um enem e perdi o cachorro quente por causa da namorada.,triste
33957,oi pra você que  esta de  escutando música  pra saciar seu égo ! vai passar estou contigo,triste
33958,- non  quando sei  non  quando sei  non  quando sei,triste
33959,"poxa crush,  me chama na dm, whatsapp ou telegram pra conversar ",triste
33960,sem minha namorada aqui juntinho de mim....,triste
33961,eu só queria ser bonito para fazer lomotif e postar...,triste
33962,e eu trabalhando ....,triste
33963,desprecio.,triste
33964,"na moral que eu queria da um2 em um baseadinho pra dormir relax, mas to sem ganja ",triste
33965,a cada mês a tpm me faz perder alguém,triste
33966,tomei café e to me sentindo enjoado,triste
33967,nem conheci o pico do  e ja elvis kkkkkkkkk,triste
33968,o meu pubg bugou,triste
33969,prova de exatas do enem se eu colocar td d eu acerto mais do que realmente fazendo,triste
33970,"pô,meu irmão pegou a bike, não vai dar pra ir na escola.",triste
33971,parabéns aos bolsominions!  o ódio e o extermínio a negros e pobres esta oficialmente inaugurado!,triste
33972,"mais uma criança morre por bala perdida. maré. ele tinha 13, 14 anos e levava nas mãos um livro. um livro.mais uma mãe chorando pela morte de seu filho. ",triste
33973,vamos parar com esses aumentos do gás?,triste
33974,tô parado no trânsito e morrendo de fome! entrou um camelô no ônibus..e ele só vendia paçoca ruim.,triste
33975,"bebendo pra ver se o sono vem...o álcool faz eu ""esquecer"" td isso...é possível odiar tanto o mês de novembro?",triste
33976,não dá pra ser sempre  pra caralho. às vezes precisa ficar  pra caralho também. pq tudo depende do parâmetro,feliz
33977,quando vc se depara com o tempo te mostrando que “aqueeeela mudança“ não passava de fachada.,triste
33978,em apenas um dia o crush já me deixou no vácuo,triste
33979,definitivamente uma hora de almoço é pouco tempo pra fazer as coisas !!,triste
33980,os babacas estão se multiplicando...,triste
33981,meu maridin foi embora e nem dei um bjin nele,triste
33982,chateado com a  estou com vontade de comer mc donalds e ela fica mandando foto de hambúrguer  :(,triste
33983,muito triste provocaram tanto ela q não resistiu e acabou caindo na pilha deles...com toda estratégia de jogo o unico q gostava dela era  o rafael agora minha torcida é pra ele,triste
33984,"senadora, vamos sentir muito a sua falta. ",triste
33985,"você vem p casa da pessoa, e a própria anfitriã não te da atenção... irei embora      ",triste
33986,que tristesa isso tem que acabar. nossos meninos e jovens estão morrendo antes de conhecer o ensino médio. que brasil é esse?,triste
33987,"tenho umas foto que eu gosto tanto, mas sempre com a mesma roupa ai desisto de postar e fico ",triste
33988,um.mes sem minha mãe,triste
33989,não tem um filho de deus p falar cmg no wpp essas horas,triste
33990,estou cansado de ouvir nao há vagas... pra quem não tem qi (quem indica) a vida será sempre mais difícil..,triste
33991,sinceramente estou triste mando uma coisa no gp (onde só tem 2 pessoas) e adivinha as 2 me ignoraram,triste
33992,"eu odeio dm pq geral esquece de me responder, ",triste
33993,bom mais um dia em que eu acordo e não to do lado de um jogador de futebol rico e bonito  como o brasil eh o país do futebol se nao tem 1 jogador pra satisfazer o prazer desta bela dama,triste
33994,minha nossa...,triste
33995,"ta com saudade da sua cintura — também to com saudade dela, já faz 10 meses que ela se foi  ",triste
33996,minha mente inquieta me incomoda.,triste
33997,a suuh me mandou um tweet que eu ri mas que me deixou  kk,triste
33998,"vejo pouca televisão e nunca postei nada do tipo ""vou deixar de ver emissora tal"". podem procurar que não tem mas agora é sério: sbt nunca mais.       ",triste
33999,eu to bem gordinha,triste
34000,parabéns   por ter entrado na cota da novela      que absurdo !!!,triste
34001,muito injusto o que fizeram com a nadja,triste
34002,"os polícias entram na comunidade para ""combater ao tráfico"" , e mata vários inocentes ...",triste
34003,a verdadeira ilusão está na troca de olhares dentro do ônibus,triste
34004,tem 6 jogos da ucl começando agora e não to vendo nenhum,triste
34005,não vou mais poder usar meu cartão pra ganhar desconto,triste
34006,lembrando aqui e a todos que o alef disse que estresso ele,triste
34007,hoje é aquele dia em que todos os pesos que eu carrego nas costas me fizeram desmoronar.eu quero um colo que em silêncio me permita chorar.,triste
34008,vao me dar biscoito nas minhas últimas fotos do insta to,triste
34009,"a veia roubou meu lubrificante de menta p usar com meu pai, disse q vai vencer ",triste
34010,não gostei da saída da nada pois ele o caique foi lá mexe com ela.,triste
34011,"uns irão dormir em suas camas bem confortáveis, outros nem sabem onde irão dormir. fico triste com aqueles que perdem tudo em incêndios.  ",triste
34012,pedi pizza hoje e ela estava ruim ...o tatuador cancelou o horário hoje..,triste
34013,"foi morto pq na nossa cultura, quando se acha algo raro, ao invés de usar pra avanços científicos a galera quer só o dinheiro ",triste
34014,este cara tem que sair a hora dele vai chegar  fez a nadja sai a hora tele também,triste
34015,não vou conseguir pegar gold   :c,triste
34016,"sentei aqui na cadeira,a do quintal da minha casa,fechei os olhos e pensei,pensei em você,comecei a imaginar eu e você,você e eu.parecia um sonho,até que eu lembrei de que nem atenção você me dá,de que nem uma chance você vai me dar.enfim.é complicado. ",triste
34017,ministério do trabalho,triste
34018,pra mim agora  a  fazenda  perdeu a graça....,triste
34019,a minha  the best foi expulsa,triste
34020,stou solita na rede,triste
34021,"mas felicidade de pobre dura pouco, foi só beber o café que me deu uma caganera das braba, acho que o diacho da atendente tacou laxante naquela porra ",triste
34022,"sobre aquelas pessoas que entram na sua vida, arruma um cantinho nela, se acomoda, e você da todo o carinho. e num piscar de olhos, ela vai embora, como fosse uma folha caindo de uma árvore no outono.é triste. não seja essa pessoa. por favor.  ",triste
34023,"tô puta da vida pq, perdi minha tornozeleira ",triste
34024,temos que comemorar +1x as  venceram ... pois   retirou  slogan,triste
34025,no momento sendo trocada por jogo,triste
34026,aquela vontade de ler os livros mais vc nao tem cartao pra comprar pela amazon,triste
34027,“benfiquistas” 3.º anel sagres:,triste
34028," continuamos mergulhando cada vez mais fundo na crise econômica brasileira, mas só os nossos ""representantes"" é q não percebem isso...  ",triste
34029,"políticos manaós e suas atuações medíocres e ridículas nas redes sociais. gastam tanto pagando gente inútil, sem qualificacão e puxa-sacos pra ganhar votos e oba-oba, mas não pagam um bom assessor e social media. ",triste
34030,queria q as pessoas q elegeram esses senadores sentissem vergonha de tê-lo feito. mas acredito q grande parte delas será beneficiada de alguma forma com isso.,triste
34031,"sendo professor e adorando o que faço, fico indignado com notícias. ou o brasil muda ou continuaremos estudando idelologia e dialetos para prova do enem.   ",triste
34032,tô de vela na minha própria casa  :(,triste
34033,são tantas notícias ruins que o desânimo bate à porta...,triste
34034,ai que saudades de comer pão de queijo,triste
34035,"essas pessoas tem que serem punidas pela lei , isso não pode acontecer mais , essa intolerância esse òdio ,   ",triste
34036," japão é japão, exposições e museus, sempre são um prazer, porém a cultura no brasil anda mal das pernas, isso quando os mesmos não pegam fogo. ",triste
34037,pandora,triste
34038,"impossível jogar o  com esses servidores pessimos  todo jogo no dr cai! ajuda agente ai  . queremos jogar, queremos investir, mas os servidores não deixam. simplesmente impossível. ",triste
34039,só queria dar certo com alguém...,triste
34040,nunca mais chegou meu cartão da  pra eu ficar mim achani o carteiro so vai lá em casa quando não tem ninguém,triste
34041,relatório entregue à  analisa os dados de denúncia da nossa plataforma http://tretaqui.org e mostra como candidaturas utilizaram discurso de ódio como estratégica de marketing politico  discriminação não é liberdade de expressão.,triste
34042,"o   é sua debochando e humilhando   ver que só por ser pobre, negra se acham no direito de pisotear ",triste
34043,"os teu ficam se queixando que o cara não convida pra tal coisa, aí eu convido eles não aparecem   ",triste
34044,será q eu te magoei tanto assim ?nunca tem algo meu em suas coisa,triste
34045,to sentindo que meu carregador está querendo parar de funcionar,triste
34046,postei uma fotinha bonitinha. o crush não notou.,triste
34047,são leopoldo tá se tornando cada vez mais pior e perigoso!,triste
34048,"nunca ganhei nenhum sorteio na minha vida, nem de rifa da escola ",triste
34049,"*não vou ficar triste*""oi"" ",triste
34050,comendo abacate mas pensando em pizza,triste
34051,"quando vc começa namora,é tão  triste ver anos de investimento na fazenda de gado indo pro saco ",triste
34052,"o tempo deixa perguntas, mostra respostas, esclarece dúvidas, mas, acima de tudo, o tempo traz verdades.       ",triste
34053,black frauday chegando e não comprarei nada.,triste
34054,"aaaaa eu queria ir mt no jogo amanhã, so que meu pai falou que contra o flamengo é foda pq ele não ta afim de morrer cedo ",triste
34055,"agr que acostumei ir de carro todo dia pra faculdade, como faço pra voltar a andar de onibus???  ",triste
34056,meu amigo só ta me dando vácuo ultimamente  kkkk,triste
34057,"fico mt triste quando alguém se acha melhor, superior do que a outra, ainda mais quando fala em espiritualidade. você se achar melhor ou mais de deus do que a outra. ",triste
34058,tudo que eu queria agora e está em casa,triste
34059,to  com  . trocaram o número do meu pedido só pra não entregar no prazo inicial q seria hj. não vi benefício nenhum nessa troca.,triste
34060,fato é exatamente isso,triste
34061,"dona marlene, não ouviu a neta, tanta gente não nos ouviu, ",triste
34062,"26 de novembro de 1930. o presidente getúlio vargas cria o ministério do trabalho, extinto em 2019 por um capitão que nem pelo seu pais trabalhou.   ",triste
34063,quando a pessoa só come cuscuz... kkkkkkkk,triste
34064,"o post mais idiota que já li. é só reparar nos itens 4 e 16, quanta irresponsabilidade de um canal desses. que horror, o mp já proibiu a prática do item 4.  ",triste
34065,"nosso maior temor hoje não é a política e sim os corruptos. pessoas que corrompem e destrói o futuro do nosso brasil, lutamos sempre, somos, acordamos cedo e não temos o que nós mesmo pagamos, que pessoas são essas desonestas, onde está o amor ao vizinho?",triste
34066,acho que vou passar um fim de semana em casa de novo,triste
34067,triste a  nao me escolheu pra conhecer ela no   meu sonho por água abaixo  ajuda eu .,triste
34068,eu quero sair do hotel mas tá td mundo dormindo,triste
34069,indo dormir sem o boa noite do moreno,triste
34070,estou tão mal que nem a feira do livro me alegrou..,triste
34071,queria ter vindo na tijuca p putro motivo mas só vim p médico mrm kkkkkkk,triste
34072,eu creio de verdade...,triste
34073,tefim            em amazonas,triste
34074,saiu atualização da  mas minha placa não atualiza desde a 391.35  me ajuda aí suporte?!!!,triste
34075,"meu deus! como esse asno do  consegue se superar cada dia mais em seus preconceitos velados e incentivo à homofobia! e pra piorar, ainda difunde ideias ultrapassa das e erradas acerca de orientação sexual. ",triste
34076,dormirei sem o boa noite do fofo hj  :(,triste
34077,não vou colar no rap in cena,triste
34078,tava tão feliz que passei em odonto na ideau mas meu pai me lembrou que até quem tirou 0 se duvidar passa .,triste
34079,como medir se a sua memória está ficando zoada: dona maria luíza do asilo lembrava de mim. a gente se vê a cada 15 dias. eu não lembrava o nome dela....,triste
34080,muito triste o acontecido em niterói  rj. estou em oração  por todas as famílias afetadas .,triste
34081,se arrependimento matasse eu estava morta dês de ontem,triste
34082,essa noite nao vai ter elevation e nem a famosa companhia,triste
34083,queria tanto jogar no municipal hoje,triste
34084,"que vergonha américa..cair, subir.. faz parte.mas um papelão desse..lamentável.",triste
34085,acredita q não fui no cinema no mês de outubro,triste
34086,"mano, e agora como vou casar com o amor da minha vida se pra eu me tratar, tive que dizer que não queria mais nada com ela! e no futuro? não terei mas nem poeira estelar de chance com ela. ",triste
34087,"eu queria ir, mas não vou por causa do enem ",triste
34088,[10/11 13:26] helô: meu pai nem lavou a louça [10/11 13:45] mãe:,triste
34089,"muito triste, e isso acontece nos estados unidos, imagina quando liberarem no brasil....  ",triste
34090,"fiz uma redação about fake news, e tava lá dando opção pra galera não cair nessa cilada e pah e essa semana me deixei levar na fanfic que meu pai fez onde dizia que ele me daria um celular, to esperando até hoje  ",triste
34091,triste to triste  feliztristissimachorando mt100% malmuito muito triste,triste
34092,mais um dia que se passa sem rbd no,triste
34093,eu estou  de tudo,triste
34094,"meu cabelo está tão bonito,,, pena que ao acordar n estará mais a msm coisa! ",triste
34095,todo mundo indo dormir pq amanhã tem enem e eu to aqui  e,triste
34096,eu que pensava que era o único luly de quaraí.,triste
34097,quem é que tá indo fazer o enem e esqueceu de levar caneta e não tá achando pra vender? eu mesma,triste
34098,pq acho que  passar em nenhum,triste
34099,eles tudo marcando de ir pro parque aquático bem no dia do mercosul,triste
34100,achei cachaça 51 aqui mas nada de ypióca até agora.,triste
34101,beleza q todo mundo tá me mandando foto c o augusto desde q ele chegou e eu ainda n vi ele,triste
34102,"meus amigos estão dormindo, restou ninguém pra tomar um gelinho... ",triste
34103,quero dormir e nunca mais acordar.,triste
34104,"eu quando vejo uma pessoa na rua, no banheiro do supermercado, no ônibus, aí eu lembro que nunca mais vou ver essa pessoa na vida ",triste
34105,e a mãe do dias que falou que minha mãe parece que é minha irmã,triste
34106,por causa de uma má divulgação o  esteve na minha cidade autografando o livro dele e ninguem foi pois ninguem sabia!!!!!eu pordi a oportunidade  de tirar uma foto com essa pessoa engraçada e gente fina,triste
34107,meu único conhecimento que eu adquirir 30 min antes da prova n precisou ser utilizado,triste
34108,namoral eu tava muito maravilhosa ontem hj já não tô mais,triste
34109,ainda táteno aquela matéria nas escolas? “leitura e interpretação de texto”?hahahahaha,triste
34110,os resultados estão sendo colhidos e o fruto não é nada doce.,triste
34111,"bah, melhor definição!  isso. ",triste
34112,é  foda ser ignorado por quem vc ama!,triste
34113,"como vai o cara do encontro dos colégios ?o que vc pegou ,o fortinho branquinho de cabelo liso — ele vai bem, pena que não posso mais ficar com ele pq eu nao to mais morando no rj  ",triste
34114,antes de falar ... vem o silêncio!!!,triste
34115,"""minha criação evangélica quase acabou com a minha vida sexual""as histórias aqui no brasil tb são tristes e mantidas escondidas por vergonha e medo. ",triste
34116,desanimada da vida,triste
34117,queria ta no aniversário da,triste
34118,só me deixa no vácuo  — não deixo ninguém no vácuo,triste
34119,recebi um convite pra correr de mãos dadas da polícia na lagoa porém a polícia nem bateu kkkkkk,triste
34120,maria me deu block no zap kkkkkkkkkk,triste
34121,"pode ter um brigadeiro já geladeira, ele quer q eu deixe metade p ele ",triste
34122,a  me deixou de castigo em casa o dia inteiro e o técnico não veio fazer a instalação da internet.,triste
34123,é muito  isso ... anos e anos de luta ... para chegar a isso ... um presidente que incentiva o confronto de morte entre  !!!,triste
