,Unnamed: 0,Texto,Sentimento
21029,21029,alguém já teve a sensação de que esta sendo vigiado a cada lugar que vai? pqp acho que to ficando paranóico!,triste
21467,21467,e quando a tristeza bate? o que se faz?,triste
21787,21787,eu amo ver políticos se fodendo... pena que eles passam todos os dias e é os nossos políticos.,triste
21789,21789,todos apostando no tite! e quem foi o burro da história ?apostando no gabriel e fernandinho!sério? porque os técnicos são teimosos assim   - teimoso /2018felipão - teimoso /2014dunga teimoso - /2010até quando vamos ter esses treinadores ????,triste
24360,24360,“benfiquistas” 3.º anel sagres:,triste
24652,24652,"pior virada de ano, longe dos amigos e da namorada ",triste
24653,24653,porque o vocalista que eu gosto tem uma gota de chuva tatoado no rosto?,triste
24654,24654,que ano novo.. se já está assim imagina como vai ser o resto do ano...,triste
24655,24655,cansado de nunca ganhar bingo,triste
24656,24656,a missão de beijar alguém no primeiro dia do ano falhou,triste
24657,24657,mas to pensando q minhas amigas tão viajando e essa semana eu vou treinar sozinha.,triste
24658,24658,por uma pequena eventualidade não pude estar na igreja para comemorar a chegada do novo ano.,triste
24659,24659,pode vir quantos anos novos quiser minha cabeça ainda está sofrendo por esse semestre que não acabou,triste
24660,24660,o ano começa e traz aquele momento de ligar de volta o despertador. isso que dá não acertar as dezenas...,triste
24661,24661,algumas horas de 2018 e eu já tô tomando uns unfollows,triste
24662,24662,acho q n foi :((((,triste
24663,24663,só vou beijar sexta feira,triste
24664,24664,tive que jogar minha calça fora,triste
24665,24665,não te fez pra ficar  http://fb.com/apallavradedeus,triste
24666,24666,desanimei em me revelar vendo vc de papo com outros contatinhos  — psssss da onde,triste
24667,24667,25 dias e minhas férias acabam já,triste
24668,24668,se eu virasse pra mim e falasse que esse seria meu primeiro problema de 2018 eu daria risada ...,triste
24669,24669,meu cólica é coisa do diabo e eu tô no inferno,triste
24670,24670,"tao ruim quando a gente fala ""vamo"" e a outra pessoa diz também ""vamo"" e nenhuma das duas vão por motivos de estarem longe uma da outra ..  ",triste
24671,24671,"tao sozinho em meia tanta multidão, como muitas vezes nos sentimos       ",triste
24672,24672,neste momento me encontro sentado em cima do armário perto da tomada,triste
24673,24673,minha mãe e meu pai amam mais minha prima do que eu,triste
24674,24674,ainda n dei meu primeiro beijo do ano,triste
24675,24675,como não ganhei na mega da virada vou ter q refazer todos os meus planos.,triste
24676,24676,um calor desse eu no trabalho e a geladeira em casa cheia de cerveja,triste
24677,24677,é muito triste quando você é a ultima a fazer 18tão do bonde,triste
24678,24678,tentei pegar marquinha mas não consegui,triste
24679,24679,"celular de homem é igual cebola, se vc mexer, vc chora kkkkkkkkkk",triste
24680,24680,hoje é vozinha da minha amiga faleceu e não deu pra eu ir,triste
24681,24681,as aulas ainda nem começaram e eu já tô com vontade de chorar só de imaginar que minhas férias vão acabar.,triste
24682,24682,meu instagram não tá tendo aquelas máscaras de coelho e tals,triste
24683,24683,e eu em pequena sonhava ser dentista hahaha so falta a média,triste
24684,24684,separou nosso grupo aaa,triste
24685,24685,cadê as críticas de black mirror nessa nova temp gente??!!! depois daquele epi sensacional das abelhas ainda,triste
24686,24686,cheguei a um ponto que os meus amigos precisam levantar minha auto estima,triste
24687,24687,argélia: afetadas por câncer são abandonadas pelo marido após mastectomia,triste
24688,24688,não é real ter que procurar vestido em vez de caderno,triste
24689,24689,todo mundo já vendo em que sala caiu e com quem vai estudar e eu aqui curiosa até fevereiro pq o csa não faz isso...,triste
24690,24690,manda snap com hora pra pessoa q tu mais queria pegar — eu ainda n tenho o snap do justin biber,triste
24691,24691,"negaa eu te levei em casa de carro e nem se quer vc me deu um beijo... </3 ....  — fazer oq né, acontece... ",triste
24692,24692,eu to achando é muito estranho esse acordo da diadora com o vasco é uma marca em decadência e de pouca relevância do futebol internacional não quando vão pagar mas me parece muito suspeito vindo dessa diretoria,triste
24693,24693,a ultima mensagem que eu mandei foi perguntando se ia ter comeback ela só visualizou,triste
24694,24694,"vejo aqui o pessoal ganhando tantas coisas que pedem,eu só queria duas tomografias,uma radiogragia e uma espirometria para meu pai poder fazer a cirurgia de ca de bexiga e ninguem ajuda! ",triste
24695,24695,começou o hang the dj e pensei q não sei mais o que é um encontro,triste
24696,24696,boa noite para você que também está a 18 dias sem pc,triste
24697,24697,ontem a essa hora eu estava rebolando muito e hoje estou largado no sofá,triste
24698,24698,vou   algo que pensei me deixo  só não sei o que !.,triste
24699,24699,vou perder a novela,triste
24700,24700,fiz gelatina pela primeira vez e taquei o dedo pra ver se ia empedrar ou virar gelatina msm sei la ner....,triste
24701,24701,se eu contar vou levar um fora  — qm nao arrisca n petisca,triste
24702,24702,e com fome,triste
24703,24703,dia 13 eu vou fazer prova de cursinho mas queria mesmo era estar me preparando pra segunda fase da unicamp,triste
24704,24704,"meu deus, nunca que eu vou ter lauren follows gente ",triste
24705,24705,"mas é que você é linda mesmo haha  — awwwwn que fofura!!! obrigada anon, agora queria saber quem é  ",triste
24706,24706,agora ficarei aqui com saudades até amanhã,triste
24707,24707,fico mal quando fico no vácuo por alguém e de ontem pra hoje duas já me deixaram,triste
24708,24708,"peguei um busão com poltrona super confortável, mas sou baixinha e não tô alcançando o chão huahuahua ",triste
24709,24709,amas nem adianta ter a mesma idade sendo que não vai rolar rsrs,triste
24710,24710,agora to saindo do  !,triste
24711,24711,praticamente só eu te mando pergunta aqui é isso mesmo? — kkké,triste
24712,24712,sozinho em casa e com fome,triste
24713,24713,mandei paulo ir na faculdade assinar meu contrato mas ele n quer ir,triste
24714,24714,eu nem gosto de assistir copinha pq lembro que meu sonho era ser jogador de futebol e eu não passei nem no teste do time da cidade,triste
24715,24715,continuo a cair no abismo da decepção com aqueles que permitiram esses eventos na política brasileira.,triste
24716,24716,aquele momento em que você tem mil coisas para fazer mas sua falta de atenção de procrastinação não colaboram com suas metas de vida ...,triste
24717,24717,com minha amiga trabalhando ela não ta tendo tempo pra mim mais,triste
24718,24718,rosto lisinho e macio porem duas caixas de bombom inteiras no armário,triste
24719,24719,meu outro francês perdeu a final,triste
24720,24720,e o ser humano leva a ferro e fogo que o mundo é dos espertos,triste
24721,24721,minha mãe me ligou pra dizer que me ama e que ta indo pra praia enquanto eu to indo pega o ônibus pra ir pro cfc,triste
24722,24722,eu no big brother ia ser aquele que ia sair no primeiro paredão e nem convite pra foto sensual eu ia ganhar,triste
24723,24723,falei meu nome lindo e tu disse que não pega  — se revela po,triste
24724,24724,"exceto pelos nossos papis, hall & oates é muito pouco valorizado, bicho ",triste
24725,24725,nossa eu to mt  pois me afirmaram que sou uma pessoa grossa,triste
24726,24726,com certeza essa foi a pior conversa que eu tive...,triste
24727,24727,tem como eu voltar pro meu sonho que eu tirava mil fotos com o messi e ainda ganhava blusa de presente do suárez? é que eu acordei e a realidade doeu não tem foto nenhuma na galeria muito menos minha blusinha linda que eu ganhei,triste
24728,24728,queria fazer um open pro meu niver mas n vou ter tempo de organizar,triste
24729,24729,"meu pai é muito homofóbico rs. e cada vez que falo com ele sobre esse assunto, percebo que ele é mais homofóbico do que eu pensava que era rs. ",triste
24730,24730,"tenho nojo de olhar pra mim, me dá ódio, raiva, tristeza e decepção. não consigo ter o corpo que quero ",triste
24731,24731,"5g sendo testado em alguns países, e aqui no brasil nem o 3g pega direito, 4g nem se fala kkkkkkkkkkkkkkk  ",triste
24732,24732,510 tá morrendo,triste
24733,24733,já cagou hj? — ainda não!,triste
24734,24734,"queria tá transando , massssss querer não é poder . ",triste
24735,24735,vc fala q gosta pra caramba de mim ... mas esquece de minha existência  — como assim )): me chama na dmmm,triste
24736,24736,"tem namorada? — não, eu sou sozinho  ",triste
24737,24737,assistindo dream boat na netflix. tudo de clichê e feio da comunidade gay em um documentário.,triste
24738,24738,"várias coisas pra fazer nesse começo de ano, sepa nem pra sp vou ",triste
24739,24739,faz 6 meses que venho pedindo para o  remover o numero do meu celular do sistema deles e não resolvem o que devo fazer ? me mandam sms toda semana e nem tenho conta lá! :(,triste
24740,24740,pq tem gente  pq n vai no coachella isso nem eh no brasil,triste
24741,24741,"você longe e descobre que um grande amigo seu não ta bem, sequestro relâmpago e violência física. me pergunto “até quando!?” viver numa metrópole é incrivel por n coisas, mas a violência tá foda!     ",triste
24742,24742,"asfixia  tendencias2018, 12 noticias17, 12...  ' ¿     ",triste
24743,24743,estou    com vc vc não quer ver o sol nascer e o por do sol do nosso castelo?!,triste
24744,24744,primeira decepção do ano foi meu amigo estar namorando uma piranha,triste
24745,24745,[4/1 20:59] mozinho: nunca mais falou cm ....  não?[4/1 20:59] eduarda rodrigues: não [4/1 21:01] mozinho:,triste
24746,24746,bianca foi morar lá longe e não me deu minhas baquetas,triste
24747,24747,só eu que não tô conseguindo postar nada do meu gatinho gente?,triste
24748,24748,depois de séculos vim dar uma passadinha no twitter e descubro que os poucos seguidores que tenho são tudo árabe,triste
24749,24749,peppa fica me mandando snap do corpo dela e eu fico  :c,triste
24750,24750,"sai da praia do sono ontem 12:00, agora é 13:48 e eu ainda tô em ubatuba ",triste
24751,24751,ainda não recebi o meu primeiro nudes do ano...,triste
24752,24752,pena que vou perder a novela,triste
24753,24753,meu @ não quer mais me ver não,triste
24754,24754,hj o dia não começou tão bem como gostaria,triste
24755,24755,estão gravando na tijuca bairro que a mariana morou a vida toda e ela não está presente,triste
24756,24756,mas um aniversário  sem vc aqui,triste
24757,24757,com sono porém sem conseguir dormir,triste
24758,24758,"aí tu tá feliz e de repente td muda.  mas tenho que me acostumar... minha vida sempre foi assim, nunca vai mudar. me dá raiva de eu me iludir. ",triste
24759,24759,o que me deixa frustrado é ter q esperar até o final desse ano pra ter a proxima  temporada  de dark,triste
24760,24760," ,porém vdd",triste
24761,24761,ja faz 6 dias que a miley sumiu do instagram nem desejou feliz ano novo pros fãs,triste
24762,24762,obrigado pela qualidade do seu celular  celular com 4 meses de uso e não posso pegar uma chuva que acontece isso   ajuda aí,triste
24763,24763,to precisando desabafar,triste
24764,24764,sei  e ti dicono che sei depresso..sei  e ti…,triste
24765,24765,ia te chamar mas ja que tais ficando sem jeito nem vou mais —,triste
24766,24766,tb quero namorado p arrumar minhas roupas,triste
24767,24767,bias game é um jogo do capeta nunca brinquem dessa merda,triste
24768,24768,"que debate tão rasteirinho este dos candidatos ao psd... dois sexagenários que esperaram demasiado tempo pela sua hora, ávidos de poder, a ajustar contas. ideias? propostas? ",triste
24769,24769,ninguém me deu feliz aniversário ainda,triste
24770,24770,viemos embora e não arrumos briga,triste
24771,24771,bora,triste
24772,24772,iphone se tá 1.500 e meu pai não quer me dar,triste
24773,24773,pior coisa é você encontrar a sua metade da laranja e descobri que já tem alguém chupando,triste
24774,24774,não quero que o horário de verão acabe,triste
24775,24775,depois não sabem porque continuam sendo usadas como objetos pela mídia!,triste
24776,24776,""" que o tempo me mostre o que é necessário ficar ou o que é necessário partir! ""     ",triste
24777,24777,abrir a bolsa e ver que esqueceu o óculos escuros em casa,triste
24778,24778,tem uma semana q comprei meu celular e já estraguei ele td,triste
24779,24779,mais um dia chegando em casa e abrindo a porta do meu quarto e não tendo nenhuma surpresa romântica :/,triste
24780,24780,"to aqui no meu tatuador mas não vou fazer tattoo nenhuma,   kkkkk",triste
24781,24781,quando você é desidratada pela insolação que pegou,triste
24782,24782,chuva acabou com a night,triste
24783,24783,banda uó acabou e eu so descobri hoje,triste
24784,24784,não duvido nada...a morte de teori foi muito estranha...,triste
24785,24785,acordo toda animada pra trabalhar um monte no hospital e me sentir médica mas tinham poucos pacientes e n to fazendo nada. kkk,triste
24786,24786,hernanes vai embora e a gente fica como  kkk,triste
24787,24787,gata não curtiu meu presente,triste
24788,24788,giovana tem que fazer a festa dela com piscina esse ano dnv pq ano passado eu não fui kkkkkkk,triste
24789,24789,alguém vai na academia cmg? cansada de ir sozinha...,triste
24790,24790,"engraçado, eu admirava uma família, os achava tão unidos e amorosos, até descobrir que é pura faixada !!  ",triste
24791,24791,pobre na vida e no jogo,triste
24792,24792,"eu só queria msm sumir, morrer e ninguém saber mais nenhuma notícia de mim! a gente tenta fazer o outro feliz, mas quanto mais a gente faz, mais parece q a gente n consegue bater no nível de entendimento alheio! ",triste
24793,24793,ninguém conseguiu ajudar até agora!que pena!,triste
24794,24794,animo galera ainda estamos no começo do ano e a tendência é só piorar espero ter ajudado,triste
24795,24795,essa injustiça da justiça brasileira...,triste
24796,24796,o papel de trouxa nunca acaba  kkkkkkkk,triste
24797,24797,vc acha que é crush de alguém? — eu acho que não ninguém gosta de mim,triste
24798,24798,hoje tem a fantastica fabrica de chocolate e como sempre vou assistir sem chocolate  tem supernatural,triste
24799,24799,td mundo me abandonou nesta noite de sexta-feira,triste
24800,24800,"""falta o substituto de jo, vendido para o futebol chines"" a espn eh cruel, p que falar isso? ",triste
24801,24801,"chegou a sexta, e com ela chegou o fim das minhas férias  ",triste
24802,24802,aproveitar o último dia de folga...,triste
24803,24803,pagamento caiu na conta e já se foi,triste
24804,24804, não acredito que acabei a série,triste
24805,24805,fui ve um porno o cara tinha dois pau de 30 cm eu so tenho um e é 15cm,triste
24806,24806,só queria ir pra praia e voltar de lá negra,triste
24807,24807,sorriso maroto me deixa,triste
24808,24808,“cheia de gente e de sujeira”.,triste
24809,24809,por que você decidiu criar uma conta de curious cat? — pq via geral respondendo pergunta achei mó da hora quando vê ninguém faz pregunta,triste
24810,24810,"lavei meu cabelo, e queria secar mais o secador n tá aq ",triste
24811,24811,"aí minha cama não presta mais, e tenho q deixar de viajar pra comprar uma cama ",triste
24812,24812,ela deve ter ouvido bastante mesmo quando elas terminaram,triste
24813,24813,eu to bem,triste
24814,24814,pessoal do grupo gls shore gosta de me gongar,triste
24815,24815,muito ruim quando você planeja um rolê com os amigos mas sua mãe não deixa,triste
24816,24816,meu cabelo está passando por um momento muito difícil.,triste
24817,24817,to a 18 dias na praia e nem me queimei tanto,triste
24818,24818,eu sou igual roberto carlos só é lembrado no dia do ano novo.,triste
24819,24819,sou tão sortuda que estou a 9 dias no rj e só fez um dia de sol,triste
24820,24820,na esperança dessas dignissimas acordarem,triste
24821,24821,pega pega tá acabando não vou mais me ver na tv,triste
24822,24822,é foda eu ter q pausar prison break pra ter q ler esses tweets.,triste
24823,24823,"não acho nem a ponta do dureex, quem dira o amor da minha vida. ",triste
24824,24824,"nunca desista de quem correu/corre atrás de você — eu não desisto das pessoas, elas que desistem de mim :(  ",triste
24825,24825,fica aqui minha indignação por não  poder adotar esse gatinho que apareceu na minha porta,triste
24826,24826,viado q da o cu e nunca engravida,triste
24827,24827,aaaaaa nasceu duas espinha na minha kara,triste
24828,24828,eu só queria star na praia,triste
24829,24829,tive o desprazer de ligar a tv na globo e ouvir o  falando mal de estagiários.,triste
24830,24830,na verdade eu sou apaixonada por vários gringos e não gringos enquanto não me apaixono por alguém de verdade,triste
24831,24831,"ahhh gefinho me mandou mensagem falando ""nem conversa mais com os praças""  saudades dele, tem uns dois anos que eu e ele não conversamos direito ",triste
24832,24832,levo vácuo em todas redes sociais.. até parece o flamengo na libertadores.,triste
24833,24833,estou numa festa está tocando vários funks doido mas não to dançando,triste
24834,24834,saudades de sair com você não te vejo mais nos role — nem eu me vejo mais nos roles,triste
24835,24835,"queria dar uma volta hj, mas aí levar lembrei que todos os meus amigos me esqueceram  ",triste
24836,24836,mentira ninguem me chama em nenhum momento,triste
24837,24837,e eu aqui a nada de coisas pra fazer,triste
24838,24838,indo embora de taubaté,triste
24839,24839,vou tomar banho e dormir,triste
24840,24840,porque ainda não transei esse ano,triste
24841,24841,só li verdades...,triste
24842,24842,role de ontem nas cachoeiras de mariana pimentel quase foi um fracasso devido à exploração da terra para o lucro de alguns.,triste
24843,24843,terei q dormir pelado,triste
24844,24844,"a gente flerta direto por tweet mas você nunca me nota  — se a gente flerta direto, então eu te noto, né? kkkkk quem é você? ",triste
24845,24845,infelizmente o play faleceu,triste
24846,24846,"morreu hoje carlos heitor conny membro da academia brasileira de letras, jornalista, escritor, e um grande intectual. um dos meus escritores preferido. quem fica órfão é xéxeo e    ",triste
24847,24847,apaixonado por um @ mas acho q eu hetero,triste
24848,24848,no dia que extraviaram a minha aaaaaaaa    por favor vizinhos não ouçam pablo,triste
24849,24849,2018 mal começou e já tem gente c ranço de mim,triste
24850,24850,já acordei pensando que não vou dormir de noite,triste
24851,24851,acabei de comer minhas ultimas paçocas,triste
24852,24852,cheguei agr e a fofa ja ta dormindo,triste
24853,24853,minha noite não terminou bem a pessoa que eu gosto está namorando outra pessoa,triste
24854,24854,tod as quadrilhas começando os ensaios e eu nao to em nenhuma,triste
24855,24855,eu nunca sequer tive um date,triste
24856,24856,0 companhias pra um rolê pesado hoje,triste
24857,24857,bom dia!!! os bichinhos não merecem isso!!!,triste
24858,24858,encore une fois  repose en paix,triste
24859,24859,quero voltar pra casa a tempo de ver o  mas estou dependendo de carona,triste
24860,24860,"umas horas dessa eu queria ta bebado ou metendo, mas estou no twitter",triste
24861,24861,"fumando um kunk sozinho, geral dormindo ",triste
24862,24862,eu não me despedi da branquela,triste
24863,24863,bolado,triste
24864,24864,to passando mal com dardengo kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,triste
24865,24865,porra ela podia me dar uma chance mesmo né,triste
24866,24866,ep. em que o derek morre...,triste
24867,24867,"em primeira decisão sobre o tema, trt-2 nega vínculo de motorista com a uber http://conjur.com.br/2018-jan-06/decisao-tema-trt-nega-vinculo-motorista-uber… via   decisão,  ver brasileiro querendo levar vantagem em ",triste
24868,24868,com  quen ja  namorouh? — com ninguém,triste
24869,24869,o nathan n entende que meu amor me deixouu uuuuuu,triste
24870,24870,"vc eh meu fave e meu deu unf  — acho q imagino quenhe, te dei unf pq vc tava falando mal de 5h esses dias ",triste
24871,24871,nem vo tá em casa,triste
24872,24872,"tem muita mina que namora um cara que faz a mesma coisa que o delacruz, e mesmo assim é apaixonada por ele...  ",triste
24873,24873," não estou acreditando que o programa saiu mesmo do ar.... poxa gostava do pânico, era um dos únicos programas que via ",triste
24874,24874,o pedro foi trabalhar e nem me deu um beijocomo alguém faz isso?,triste
24875,24875,como explicar pra melody que não deu pra passear hoje pq não parou de chover???,triste
24876,24876,hoje eh o primeiro dia do ano que eu vou dormir sozinha,triste
24877,24877,tenho q voltar pro trabalho agr pq meu intervalo acabou,triste
24878,24878,eu quando vejo que alguma famosa engravidou ou começou a namorar fico triste pq perco a esperança de namora-la,triste
24879,24879,eis que meu horario de almoço acabou kkkk,triste
24880,24880,"gente alguém quer comprar ? 10 reais ,  comprei p minha irmã mas n deu no celular dela ",triste
24881,24881,"acho que se nem curtiu então, porque não deu mt moral quando ele tentou  — sou o puro creme da dificuldade ",triste
24882,24882,tô achando que ninguém vai me dar um skate,triste
24883,24883,odeio ser pobre kkkk já eras o cacife,triste
24884,24884,"faço 18 em menos de 1 mês, mas vou entrar na auto escola só daqui 6 meses ",triste
24885,24885,"fico vendo meus amigos falando que ano que vem faz 18 anos, eu com 18 anos não tenho amigos para ir na baladas comigo ",triste
24886,24886,já deu o primeiro beijo de 2018 oh não? — ainda não .,triste
24887,24887,"tu e o du são o casal mais lindo que eu conheço aaaa — a gente termino, acabei com a tua felicidade eu acho  ",triste
24888,24888,ultima pessoa q vc beijou — nunca beijei,triste
24889,24889,ehhh foi vcs quem pediram...,triste
24890,24890,queria estar de fone para ouvir  ....mas tô sem...,triste
24891,24891,[8/1 00:30] mira :  00:32] adryelle :  também[8/1 00:34] mira :,triste
24892,24892,"mas nem fudendo, mesmo pós muito hentai continuo ",triste
24893,24893,hoje não e um dia legal pra mim,triste
24894,24894,"meu amorzin tava no fantástico hoje e eu perdi, ",triste
24895,24895,chateada que não tem a 2° e a 3° temporada de lucifer na,triste
24896,24896,qual seu apelido? — tenho apelido nn,triste
24897,24897,queria eu ter essa sorte toda...   em bairro da saúde,triste
24898,24898,"parece quanto mais a pessoa me quer mais eu fico desinteressado, quando ta nem aí eu fico xonas ",triste
24899,24899,verano de amor - percy faith  vía        #,triste
24900,24900,eu tb penso isso,triste
24901,24901,meu filho paulo dybala ta machucado,triste
24902,24902,sonhei que tava em sp e acordei,triste
24903,24903,"a  chegando pra todos. eu com 2 anos do roxinho do  3 meses de pedido, e nada.  :(",triste
24904,24904,bem estranho,triste
24905,24905,rt  meu ídolo rueda foi embora,triste
24906,24906,eu ia dar um rolê de carro com a minha namorada mas aí lembrei que não tenho carro...e nem namorada,triste
24907,24907,.. gastei parte do meu salário em comida,triste
24908,24908,caraca um dos casais q eu mais shippava terminou  não to crendo,triste
24909,24909,.... que férias sou assalariado kkkkk  tô rindo mas tô chorando,triste
24910,24910,meu bf ta na praia e eu não posso ficar mandando áudios aleatórios,triste
24911,24911,adds de comemorar uma vitória do fla,triste
24912,24912,"samantha""quando eu tô com a lica, sei lá, eu sinto umas coisas fortes...""   eu com a crush...aí lembrei eu não tenho mais",triste
24913,24913,tô com sede mas a cozinha fica fora de casa.,triste
24914,24914,"desabafo!!meu filho de 6 anos veio passar uns dias de férias comigo!!o menino é meu grude!!!eu amo d+ele!!dei 1 presente de natal pra ele!!ele deu um sorriso ,me agradeceu e começou a chorar!!perguntei se ele gostou e ele disse sim papai , mais eu queria um video game  ",triste
24915,24915,alemanha morrendo aos poucos,triste
24916,24916,nenhum notou a gte,triste
24918,24918,eu quero perturbar mas n tem ninguém,triste
24919,24919,máscara caiu faz tempo...,triste
24920,24920,nossos signos não batem,triste
24921,24921,fui pedir uma grana pro meu pai aí lembrei que não conheço ele,triste
24922,24922,4hs de sono me restam e eu to como?,triste
24923,24923,"porra, as vezes eu tenho um raiva fdp da minha vida ",triste
24924,24924,porra as foto do pelotas iam sair afude...mas infelizmente pelo achaque n vai ter mais,triste
24925,24925,"status: assistindo manchester city x bristol city, ainda impactado pelo texto do ceconello. ",triste
24926,24926,como assim,triste
24927,24927,"quanto falam que tu é linda e gostosa é mentira, se toca o barrageira — uma pena tu não responder pela opinião alheia né coração kkkkkkkkkk  ",triste
24928,24928,"n sei oq dói mais: minha coluna, minhas pernas, meu pescoço, minha cabeça, ou meu coração partido ",triste
24929,24929,"uma vez, pequetita,  eu tive piolho varias vezes seguidas. achavam que o foco era. mas na verdade era minha irmã. dito isso, não demonizem o vidigal, por favor, só tenham cuidado. a gente sabe, quando se trata de nossas favelas, como funciona o tratamento...  ",triste
24930,24930,"agora q o  voltou a ser da panela do rc fodeu!!!!vai ser mais um ano difícil, minha esperança em 2018 acabou!",triste
24931,24931,foi só o velho comedor dono da playboy morrer que a turma do lacre assume,triste
24932,24932,"ele era tão bonito, mas disse q açaí tinha gosto de terra   ",triste
24933,24933,devido a baixa nota no enem não vai ser esse ano que eu entro na facul,triste
24934,24934,jhosab nunca mais falou cmg,triste
24935,24935,queria ter vários roles com varias abigas...mas não ta tendo,triste
24936,24936,eu tô bem  que eu não acho ninguém pra tomar um açaí comigo.,triste
24937,24937,"maaano, eu to mt abandonada por td mundo. ",triste
24938,24938,nunca vou ter alg pra me acompanhar nos acampamentos na praia,triste
24939,24939,e até hoje não baixei kkkkkk,triste
24940,24940,ferrinha merecia,triste
24941,24941,"oh, senhor! pq dói tanto????",triste
24942,24942,view em why not pq é o único mv que as fada temkk,triste
24943,24943,hj não teve role,triste
24944,24944,as tetas são uns melão mas a bunda é de tábua — sim cara!!! infelizmente quem nasceu com bundao foi a minha irma,triste
24945,24945,meus pais deixam e ninguém me convida pra nada,triste
24946,24946,ngm quer sair p jantar cmg,triste
24947,24947,"amigo, e com prazer e 3 vezes mais pena que eu falo, praaiouuuu, primeira praia que eu vou desde a virada,  mas vamo la",triste
24948,24948,— problema nn é meu,triste
24949,24949,o meu n saiu ainda,triste
24950,24950,"na madrugada vitrola rolando um blues, tocando b.b. king sem parar hoje descobri que a vida inteira cantei errado essa música que marcou minha juventude. ",triste
24951,24951,amor scan: estou perdida e já não sei o que fazer da minha vida  http://amorscan.blogspot.com/2018/01/estou-perdida-e-ja-nao-sei-o-que-fazer.html?spref=tw…,triste
24952,24952,"vc assiste um programa de reforma canadense, onde os maiores problemas são as imposições da prefeitura que permite ou não determinadas construções, e sei q aqui nem denúncia resolve    lol",triste
24953,24953,acabei de jantar e agora estou aqui dura feito uma pedra que só se mexe se rolar e olhe lá!,triste
24954,24954,a única forma de chegar ao impossível é acreditar que é possível.,triste
24955,24955,putz hein gente ela me chamou de otária,triste
24956,24956,"não da mais pra assistir irmão do jorel, agora é só masha e o urso. ",triste
24957,24957,último dia que eu vou ver o crush com aquele cabelo maravilhoso,triste
24958,24958,"fui torcer o bigode agora, e lembrei que não tenho mais ",triste
24959,24959,pena que vc não pode ficar com quem vc quer,triste
24960,24960,saudade dos meus avós. quero ir para a bahia !,triste
24961,24961,"meu amor, foi pro bonfim e me deixou",triste
24962,24962,até minha mae ja se conformo q eu vo entra pro exercito kkkk,triste
24963,24963,sei nem fazer um trem desse nunca soube o que fazer da vida,triste
24964,24964,daqui a pouco só resta martín silva e os do dm,triste
24965,24965,"foda, vai no cinema se distrair e volta    ",triste
24966,24966,"bem que a   poderia sortear algumas dessas malas p/os fãs da netflix , amei tudo que tinha dentro   por não ter uma ",triste
24967,24967,eu choro pq não tenho nem sei dinheiro pra perder,triste
24968,24968,me inscrevi para três palestras no mesmo horário com algum tipo de esperança que eu ainda não sei qual é,triste
24969,24969,saudades do fifth harmony em 2012 como era bom aquela época que elas eram amigas com irmãs . e quem diria que ia virar nessa briga pra saber quem está falando a verdade,triste
24970,24970,alguém quer sair pra comer alguma coisa amanhã? ainda não achei ninguém,triste
24971,24971,se eu for pra jn e n voltar amanhã vou ficar,triste
24972,24972,3 dias sem ver o mozao,triste
24973,24973,"toda hora eu fico atualizando a dm pra ve se tem mensagem, mas nada ",triste
24974,24974,"todo mundo reclama dos meus audios, q são grandes e irritantes  ",triste
24975,24975,mais de 200$ em taxa só pra tirar o cnh,triste
24976,24976,tô bem chateada,triste
24977,24977,e a cadeira eh mt dura,triste
24978,24978,fui morde uma maçã só pra vê e é real isso,triste
24979,24979,festa de despedida das minhas férias. acabou.,triste
24980,24980,se eu ganhasse 1 real pra cada show do  que eu perco eu estaria rico,triste
24981,24981,ganhei o pacote pra ir em todos dias do guriri comedy e não vou conseguir ir em nenhum...,triste
24982,24982,to só observando ainda...,triste
24983,24983,a pá da cal... descanse em paz danuza leão!,triste
24984,24984,saudade do teu cheiro em mim  — eu já até sei quem é kkkkkkkkkkkk,triste
24985,24985,sdds ter um celular com um grupinho com as amigas pra fofocar,triste
24986,24986,simplesmente saudades.,triste
24987,24987,"meu migo beyfã vai embora de belém esse mês, tô tão triste porque ele é uma das poucas pessoas que entende os memes do twitter. com quem que eu vou conversar agora? ",triste
24988,24988,"michelle williams, protagonista de todo o dinheiro do mundo, ganhou apenas 1% do cachê de mark wahlberg, que é coadjuvante!   ",triste
24989,24989,em mim n da certo..,triste
24990,24990,fico bad só de pensar que isso nunca vai acontecer comigo porque ninguem gosta de mim pessoalmente  — eu gosto de vc! eu sei que a gente nao se conhece mas gosto muito de ti,triste
24991,24991,vendo meus amigos indo pra hipnose ou pra coronel e eu ficarei em casa,triste
24992,24992,foda é ver nego ser mais amigo de quem fode os outros do que aquele que quer o bem ...,triste
24993,24993,a vontade de viajar não passa.,triste
24994,24994,queria manda aquele passinho que aprende la no erejotaaa no bailão do mangueirin,triste
24995,24995,"deu ruim o único motivo pro meu dia ser bom, sigo  e ",triste
24996,24996,eu fico de boa tentando relevar . mais bem todo mundo colabora com minha deboeza!   :/,triste
24997,24997,vacilo amanhã ter the way e não ter a minha presença lá,triste
24998,24998,uma vontade de sair da bad....,triste
24999,24999,eu só queria que o   me nota-se pelo menos uma vez na vida,triste
25000,25000,"sabe o que é pior? camilla ukers fez tudo por permita, o que dificulta um possível processo por erro ou negligência médica.  seria um processo doloroso e demoraria anos rolando na justiça.",triste
